EmployeeNumber,Age,Age_group,Attrition,Attrition_flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary_slab,MonthlyRate,NumCompaniesWorked,OverTime,OverTime_flag,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,Tenure_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
170,49,40-50,No,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,Medium,5549,1,No,0,14,3,3,0,16,10+,2,2,15,11,5,11
171,43,40-50,No,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,Low,16090,4,No,0,12,3,4,0,18,10+,2,3,3,2,1,2
174,50,50+,No,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,Medium,6645,4,No,0,11,3,4,0,16,10+,3,3,2,2,2,1
175,31,30-40,Yes,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,Low,24788,3,Yes,1,11,3,3,1,4,3-5,2,3,2,2,2,2
176,41,40-50,No,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,Medium,21196,3,Yes,1,13,3,3,1,12,10+,2,3,9,7,0,7
177,26,20-30,No,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942,Low,8916,1,No,0,23,4,4,1,8,6-10,3,3,8,7,5,7
178,36,30-40,No,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,Low,2819,6,No,0,20,4,4,2,7,6-10,0,3,3,2,0,1
179,51,50+,Yes,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,High,25150,2,No,0,15,3,4,0,18,10+,2,3,4,2,0,3
182,39,30-40,No,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,Medium,14590,4,No,0,14,3,3,1,17,10+,1,4,15,11,5,9
183,25,20-30,No,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,Medium,24835,2,No,0,18,3,4,0,6,6-10,3,3,2,2,2,2
184,30,30-40,No,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,Medium,13982,0,Yes,1,19,3,4,0,12,10+,2,1,11,9,4,7
190,32,30-40,Yes,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,Low,10224,7,No,0,22,4,1,0,10,6-10,2,4,5,4,0,4
192,45,40-50,No,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,Low,9752,5,No,0,13,3,2,0,9,6-10,2,2,6,5,0,3
193,38,30-40,No,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,Low,2302,3,Yes,1,20,4,2,0,19,10+,2,3,3,2,2,2
194,30,30-40,No,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,Low,23910,1,No,0,14,3,3,0,5,3-5,4,2,5,4,0,4
195,32,30-40,No,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,Low,22812,0,No,0,17,3,4,3,9,6-10,2,4,8,7,0,7
197,30,30-40,No,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,Low,10415,5,No,0,14,3,4,1,8,6-10,3,3,3,2,2,2
198,30,30-40,No,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,Low,11162,0,No,0,13,3,4,0,6,6-10,3,3,5,3,1,2
199,41,40-50,No,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,High,12888,4,No,0,13,3,2,1,21,10+,2,2,7,6,7,7
200,41,40-50,No,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,Low,6961,2,No,0,21,4,4,1,7,6-10,2,3,5,0,1,4
201,19,20-30,No,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,Low,16102,1,No,0,14,3,4,0,1,0-2,3,3,1,0,0,0
202,40,40-50,No,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,Medium,8504,1,No,0,11,3,1,1,20,10+,2,3,20,7,2,13
204,35,30-40,No,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,Medium,11439,1,No,0,13,3,1,2,10,6-10,3,3,10,8,0,6
205,53,50+,No,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,Low,16047,2,Yes,1,20,4,4,1,13,10+,3,1,7,7,4,5
206,45,40-50,No,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,Low,10901,8,No,0,18,3,3,1,20,10+,2,1,17,9,0,15
207,32,30-40,No,0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,Medium,15589,1,No,0,14,3,4,0,9,6-10,2,3,9,8,3,7
208,29,20-30,No,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,Low,26283,1,No,0,13,3,1,1,10,6-10,1,3,10,7,0,9
211,51,50+,No,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,Medium,13983,2,No,0,17,3,3,0,10,6-10,2,3,1,0,0,0
214,58,50+,No,0,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,Low,11873,4,Yes,1,20,4,2,1,9,6-10,3,2,1,0,0,0
215,40,40-50,No,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,High,8552,7,No,0,11,3,1,1,15,10+,2,2,12,11,2,11
216,34,30-40,No,0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,Low,11314,6,No,0,18,3,4,1,6,6-10,3,3,4,3,1,2
217,22,20-30,No,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,Low,11992,1,No,0,24,4,1,2,2,0-2,6,3,2,2,2,2
218,27,20-30,No,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,Low,5970,6,No,0,18,3,4,1,6,6-10,1,1,2,2,2,2
221,28,20-30,No,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,Low,6672,1,No,0,11,3,3,1,5,3-5,2,1,5,2,0,2
223,57,50+,No,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,Medium,23402,3,Yes,1,16,3,2,1,12,10+,2,1,5,3,1,4
224,27,20-30,No,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,Low,25326,1,Yes,1,15,3,4,1,1,0-2,2,2,1,1,0,1
226,50,50+,No,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,High,17053,3,No,0,15,3,2,0,21,10+,5,3,5,4,4,4
227,41,40-50,No,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,Low,4609,4,No,0,12,3,1,1,13,10+,2,3,9,8,1,8
228,30,30-40,No,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,Medium,8053,2,No,0,12,3,3,1,12,10+,2,3,10,9,7,4
230,38,30-40,No,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,Medium,12930,4,No,0,22,4,3,0,12,10+,2,4,8,3,0,7
231,32,30-40,No,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,Low,12430,3,No,0,20,4,1,0,8,6-10,2,3,5,4,1,4
233,27,20-30,No,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,Low,13364,0,Yes,1,16,3,4,1,6,6-10,3,2,5,2,1,1
235,19,20-30,Yes,1,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,Low,20989,0,No,0,21,4,1,0,1,0-2,5,4,0,0,0,0
238,36,30-40,No,0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,Low,15062,4,No,0,12,3,3,0,13,10+,3,2,8,7,7,2
239,30,30-40,No,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,Low,11012,1,No,0,11,3,3,2,12,10+,4,3,12,9,6,10
240,45,40-50,No,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006,Medium,6319,4,Yes,1,11,3,1,1,9,6-10,3,4,5,4,0,3
241,56,50+,No,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257,Low,13939,4,Yes,1,18,3,3,1,19,10+,3,3,2,2,2,2
242,33,30-40,No,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,Low,10515,0,No,0,14,3,1,0,4,3-5,2,4,3,1,0,2
243,19,20-30,Yes,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,Low,9241,1,No,0,22,4,3,0,1,0-2,3,2,1,0,1,0
244,46,40-50,No,0,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,High,2137,1,No,0,25,4,3,3,24,10+,2,3,24,13,15,7
245,38,30-40,No,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288,Low,6319,1,No,0,12,3,3,0,2,0-2,3,3,2,2,2,1
246,31,30-40,No,0,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929,Low,6984,8,Yes,1,23,4,3,1,7,6-10,0,3,4,2,0,2
247,34,30-40,No,0,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311,Low,5711,2,No,0,15,3,4,0,9,6-10,3,3,3,2,1,2
248,41,40-50,Yes,1,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,Low,21728,1,Yes,1,22,4,4,0,4,3-5,5,2,4,3,0,2
249,50,50+,No,0,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,Low,3425,2,No,0,15,3,4,1,5,3-5,2,2,3,2,0,2
250,53,50+,No,0,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,Low,26250,1,No,0,11,3,3,2,5,3-5,3,3,4,2,1,3
252,33,30-40,No,0,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,Low,4673,1,No,0,13,3,4,1,8,6-10,5,3,8,7,1,6
253,40,40-50,No,0,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,High,6499,1,No,0,14,3,2,1,21,10+,2,3,20,8,9,9
254,55,50+,No,0,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,High,13339,8,No,0,11,3,4,0,36,10+,3,3,24,15,2,15
256,34,30-40,No,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,Medium,14074,1,No,0,17,3,3,0,10,6-10,2,2,10,9,1,9
258,51,50+,No,0,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,High,7192,3,No,0,18,3,3,0,21,10+,6,3,7,7,1,0
259,52,50+,No,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,High,5678,0,No,0,14,3,1,1,34,10+,5,3,33,18,11,9
260,27,20-30,No,0,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,Low,11781,1,No,0,16,3,4,0,7,6-10,2,2,7,7,0,3
261,35,30-40,Yes,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916,Medium,15497,3,Yes,1,13,3,1,0,8,6-10,1,3,1,0,0,1
262,43,40-50,No,0,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,Low,5228,4,No,0,14,3,4,3,7,6-10,3,4,5,4,2,2
264,45,40-50,No,0,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,High,20462,9,No,0,23,4,4,1,22,10+,1,3,20,8,11,8
267,37,30-40,No,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,Low,22977,1,Yes,1,12,3,1,1,8,6-10,3,2,8,7,1,7
269,35,30-40,No,0,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425,Low,15986,5,No,0,11,3,4,0,10,6-10,5,3,6,2,1,2
270,42,40-50,No,0,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,Medium,16439,2,No,0,16,3,2,1,11,10+,5,3,5,3,0,2
271,38,30-40,No,0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553,Medium,7259,9,No,0,14,3,2,0,14,10+,3,3,1,0,0,0
273,38,30-40,No,0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261,Medium,4185,3,No,0,18,3,1,1,9,6-10,3,1,7,7,1,7
274,27,20-30,No,0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298,Low,9679,5,No,0,19,3,3,1,6,6-10,1,3,2,2,2,0
275,49,40-50,No,0,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,Medium,23793,1,Yes,1,15,3,1,2,7,6-10,0,3,7,7,1,7
277,34,30-40,No,0,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,Low,5972,1,Yes,1,17,3,4,1,5,3-5,4,4,5,3,2,0
281,40,40-50,No,0,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,2741,Low,16523,8,Yes,1,15,3,3,1,15,10+,2,4,7,2,3,7
282,38,30-40,Yes,1,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,Medium,11354,7,Yes,1,19,3,2,0,17,10+,2,3,1,0,0,0
283,29,20-30,Yes,1,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,Medium,24525,1,No,0,22,4,4,3,10,6-10,3,2,10,4,1,9
284,22,20-30,No,0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,Low,12392,1,Yes,1,16,3,1,1,4,3-5,2,2,4,2,2,2
286,36,30-40,No,0,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153,Low,7703,1,No,0,13,3,1,0,8,6-10,2,3,8,1,1,7
287,40,40-50,No,0,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876,Low,14242,9,No,0,14,3,4,1,5,3-5,5,1,3,2,0,2
288,46,40-50,No,0,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,Medium,12368,7,No,0,16,3,3,1,17,10+,3,3,4,2,0,3
291,32,30-40,Yes,1,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,High,25812,1,No,0,11,3,3,0,14,10+,2,2,14,8,9,8
292,30,30-40,No,0,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,Medium,20925,1,No,0,22,4,3,0,12,10+,2,3,11,8,5,8
293,27,20-30,No,0,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981,Medium,12916,1,No,0,14,3,4,0,7,6-10,2,3,7,7,0,7
296,51,50+,No,0,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490,High,15736,5,No,0,16,3,4,2,16,10+,5,1,10,9,4,7
297,30,30-40,Yes,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,Low,8556,5,Yes,1,11,3,3,0,8,6-10,5,3,5,2,0,4
298,41,40-50,No,0,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591,High,14674,3,Yes,1,18,3,3,0,16,10+,3,3,1,0,0,0
299,30,30-40,Yes,1,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,6696,Medium,22967,5,No,0,15,3,3,0,9,6-10,5,2,6,3,0,1
300,29,20-30,Yes,1,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,Low,19757,0,No,0,14,3,4,0,7,6-10,1,2,6,2,1,5
302,45,40-50,No,0,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,8865,Medium,16840,6,No,0,12,3,4,0,23,10+,2,3,19,7,12,8
303,54,50+,No,0,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,5940,Medium,17011,2,No,0,14,3,4,1,16,10+,4,3,6,2,0,5
304,36,30-40,No,0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914,Medium,9945,8,No,0,16,3,4,0,16,10+,3,4,13,11,3,7
305,33,30-40,No,0,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,2622,Low,13248,6,No,0,21,4,4,0,7,6-10,3,3,3,2,1,1
306,37,30-40,No,0,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,High,10056,1,Yes,1,14,3,3,3,10,6-10,1,3,10,8,0,7
307,38,30-40,No,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,High,9647,0,No,0,12,3,3,2,17,10+,6,2,16,10,5,13
308,31,30-40,No,0,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,Low,4381,0,No,0,12,3,4,1,6,6-10,2,3,5,4,1,4
309,59,50+,No,0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177,Low,8456,3,No,0,17,3,1,1,7,6-10,6,3,1,0,0,0
311,37,30-40,No,0,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Low,2539,4,No,0,17,3,3,1,13,10+,2,3,9,8,5,8
312,29,20-30,No,0,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,Medium,6599,1,No,0,14,3,4,1,11,10+,5,3,11,10,4,1
314,35,30-40,No,0,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,Medium,9096,1,No,0,14,3,1,0,10,6-10,3,4,10,7,0,8
315,29,20-30,Yes,1,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389,Low,14961,1,Yes,1,13,3,3,0,4,3-5,3,2,4,3,0,1
316,52,50+,No,0,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,3212,Low,3300,7,No,0,15,3,2,0,6,6-10,3,2,2,2,2,2
319,42,40-50,No,0,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232,High,4933,1,No,0,11,3,4,0,22,10+,3,3,22,17,11,15
321,59,50+,No,0,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,Low,25657,8,No,0,17,3,4,0,7,6-10,2,2,2,2,2,2
323,50,50+,No,0,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,High,24118,3,No,0,11,3,3,1,32,10+,3,2,7,0,0,6
325,33,30-40,Yes,1,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,Low,22149,5,Yes,1,13,3,3,1,8,6-10,2,1,5,4,0,4
327,43,40-50,No,0,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,High,7744,5,Yes,1,22,4,3,1,22,10+,3,3,17,13,1,9
328,33,30-40,Yes,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707,Low,21509,7,No,0,20,4,1,0,13,10+,3,4,9,7,1,7
329,52,50+,No,0,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,High,21030,1,Yes,1,18,3,4,0,33,10+,2,4,33,7,15,12
330,32,30-40,No,0,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,Low,20990,2,No,0,11,3,1,1,6,6-10,5,3,4,3,1,2
331,32,30-40,Yes,1,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,Low,9571,0,Yes,1,14,3,4,0,4,3-5,2,1,3,2,1,2
332,39,30-40,No,0,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,Low,15417,7,No,0,14,3,3,3,7,6-10,1,3,3,2,1,2
333,32,30-40,No,0,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,Low,12069,0,No,0,18,3,1,0,4,3-5,2,3,3,2,2,2
334,41,40-50,No,0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,Low,19877,2,No,0,16,3,1,2,17,10+,2,2,1,0,0,0
335,40,40-50,No,0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,Low,24447,1,No,0,17,3,1,2,9,6-10,3,3,9,8,4,7
336,45,40-50,No,0,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,High,15970,0,No,0,11,3,3,1,25,10+,2,3,24,0,1,7
337,31,30-40,No,0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,High,13523,9,No,0,12,3,1,1,9,6-10,3,3,2,2,2,2
338,33,30-40,No,0,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,Low,14776,1,No,0,13,3,3,1,2,0-2,2,2,2,2,0,2
339,34,30-40,No,0,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957,Medium,23687,6,No,0,13,3,2,1,13,10+,3,3,11,9,5,9
340,37,30-40,No,0,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,Low,18697,2,No,0,14,3,1,1,17,10+,2,2,3,1,0,2
341,45,40-50,No,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,Medium,5118,4,No,0,17,3,4,1,9,6-10,1,3,3,2,0,2
342,37,30-40,Yes,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,High,22573,6,No,0,11,3,2,2,17,10+,5,3,1,0,0,0
343,39,30-40,No,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,High,6420,0,No,0,25,4,4,0,20,10+,1,3,19,6,11,8
346,29,20-30,No,0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340,Low,22673,1,No,0,19,3,1,0,6,6-10,1,3,6,5,1,5
347,42,40-50,No,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545,Medium,23016,3,Yes,1,13,3,3,0,10,6-10,1,3,3,2,0,2
349,29,20-30,No,0,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,Medium,10732,2,No,0,14,3,4,1,10,6-10,2,3,3,2,0,2
350,25,20-30,No,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,Low,7505,0,No,0,12,3,4,2,5,3-5,3,3,4,2,1,2
351,42,40-50,No,0,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,Low,8007,0,Yes,1,11,3,3,1,10,6-10,4,3,9,6,7,8
352,40,40-50,No,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,High,5949,0,No,0,19,3,4,1,22,10+,5,3,21,7,3,9
353,51,50+,No,0,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,Low,23231,1,No,0,11,3,2,0,1,0-2,0,2,1,0,0,0
355,31,30-40,Yes,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,Low,11652,0,No,0,11,3,2,0,6,6-10,2,4,5,4,1,4
359,32,30-40,No,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,Low,26062,1,No,0,20,4,3,0,5,3-5,3,1,5,1,0,3
